t V I Nreal Treal Vschottky Vdiscplugserial Rschottky Rdisc Rplug Rseries Rtotal rvar lvar
0.854 -0.854 -0.000524861 20 864.105 -0.0122603 -0.84174 23.3591 24.5272 159.427 1419.78 1627.1 4.5e-08 0.4
0.855 -0.855 -0.00052544 20 865.365 -0.0122739 -0.842726 23.3592 24.5272 159.427 1419.9 1627.21 4.5e-08 0.4
0.856 -0.856 -0.000526018 20 866.626 -0.0122874 -0.843713 23.3593 24.5272 159.427 1420.01 1627.32 4.5e-08 0.4
0.857 -0.857 -0.000526596 20 867.888 -0.012301 -0.844699 23.3595 24.5272 159.427 1420.12 1627.43 4.5e-08 0.4
0.858 -0.858 -0.000527175 20 869.152 -0.0123146 -0.845685 23.3596 24.5272 159.427 1420.23 1627.54 4.5e-08 0.4
0.859 -0.859 -0.000527753 20 870.417 -0.0123282 -0.846672 23.3598 24.5272 159.427 1420.34 1627.66 4.5e-08 0.4
0.86 -0.86 -0.000528331 20 871.683 -0.0123418 -0.847658 23.36 24.5272 159.427 1420.45 1627.77 4.5e-08 0.4
0.861 -0.861 -0.000528908 20 872.95 -0.0123554 -0.848645 23.3602 24.5272 159.427 1420.57 1627.88 4.5e-08 0.4
0.862 -0.862 -0.000529486 20 874.218 -0.012369 -0.849631 23.3605 24.5272 159.427 1420.68 1627.99 4.5e-08 0.4
0.863 -0.863 -0.000530064 20 875.488 -0.0123827 -0.850617 23.3607 24.5272 159.427 1420.79 1628.11 4.5e-08 0.4
0.864 -0.864 -0.000530641 20 876.758 -0.0123963 -0.851604 23.361 24.5272 159.427 1420.9 1628.22 4.5e-08 0.4
0.865 -0.865 -0.000531219 20 878.03 -0.01241 -0.85259 23.3613 24.5272 159.427 1421.02 1628.33 4.5e-08 0.4
0.866 -0.866 -0.000531796 20 879.303 -0.0124236 -0.853576 23.3617 24.5272 159.427 1421.13 1628.44 4.5e-08 0.4
0.867 -0.867 -0.000532373 20 880.578 -0.0124373 -0.854563 23.362 24.5272 159.427 1421.24 1628.56 4.5e-08 0.4
0.868 -0.868 -0.00053295 20 881.853 -0.012451 -0.855549 23.3624 24.5272 159.427 1421.35 1628.67 4.5e-08 0.4
0.869 -0.869 -0.000533527 20 883.13 -0.0124647 -0.856535 23.3628 24.5272 159.427 1421.47 1628.78 4.5e-08 0.4
0.87 -0.87 -0.000534104 20 884.408 -0.0124784 -0.857522 23.3632 24.5272 159.427 1421.58 1628.9 4.5e-08 0.4
0.871 -0.871 -0.00053468 20 885.687 -0.0124921 -0.858508 23.3637 24.5272 159.427 1421.69 1629.01 4.5e-08 0.4
0.872 -0.872 -0.000535257 20 886.967 -0.0125058 -0.859494 23.3641 24.5272 159.427 1421.81 1629.12 4.5e-08 0.4
0.873 -0.873 -0.000535833 20 888.248 -0.0125195 -0.86048 23.3646 24.5272 159.427 1421.92 1629.24 4.5e-08 0.4
0.874 -0.874 -0.00053641 20 889.531 -0.0125333 -0.861467 23.3651 24.5272 159.427 1422.03 1629.35 4.5e-08 0.4
0.875 -0.875 -0.000536986 20 890.814 -0.012547 -0.862453 23.3656 24.5272 159.427 1422.15 1629.47 4.5e-08 0.4
0.876 -0.876 -0.000537562 20 892.099 -0.0125608 -0.863439 23.3662 24.5272 159.427 1422.26 1629.58 4.5e-08 0.4
0.877 -0.877 -0.000538138 20 893.385 -0.0125745 -0.864425 23.3667 24.5272 159.427 1422.37 1629.69 4.5e-08 0.4
0.878 -0.878 -0.000538714 20 894.673 -0.0125883 -0.865412 23.3673 24.5272 159.427 1422.49 1629.81 4.5e-08 0.4
0.879 -0.879 -0.000539289 20 895.961 -0.0126021 -0.866398 23.3679 24.5272 159.427 1422.6 1629.92 4.5e-08 0.4
0.88 -0.88 -0.000539865 20 897.251 -0.0126159 -0.867384 23.3686 24.5272 159.427 1422.71 1630.04 4.5e-08 0.4
0.881 -0.881 -0.00054044 20 898.541 -0.0126297 -0.86837 23.3692 24.5272 159.427 1422.83 1630.15 4.5e-08 0.4
0.882 -0.882 -0.000541016 20 899.833 -0.0126435 -0.869357 23.3699 24.5272 159.427 1422.94 1630.27 4.5e-08 0.4
0.883 -0.883 -0.000541591 20 901.126 -0.0126573 -0.870343 23.3706 24.5272 159.427 1423.06 1630.38 4.5e-08 0.4
0.884 -0.884 -0.000542166 20 902.421 -0.0126711 -0.871329 23.3713 24.5272 159.427 1423.17 1630.5 4.5e-08 0.4
0.885 -0.885 -0.000542741 20 903.716 -0.012685 -0.872315 23.3721 24.5272 159.427 1423.29 1630.61 4.5e-08 0.4
0.886 -0.886 -0.000543316 20 905.013 -0.0126988 -0.873301 23.3728 24.5272 159.427 1423.4 1630.73 4.5e-08 0.4
0.887 -0.887 -0.00054389 20 906.31 -0.0127127 -0.874287 23.3736 24.5272 159.427 1423.52 1630.84 4.5e-08 0.4
0.888 -0.888 -0.000544465 20 907.609 -0.0127265 -0.875273 23.3744 24.5272 159.427 1423.63 1630.96 4.5e-08 0.4
0.889 -0.889 -0.00054504 20 908.909 -0.0127404 -0.87626 23.3752 24.5272 159.427 1423.74 1631.07 4.5e-08 0.4
0.89 -0.89 -0.000545614 20 910.211 -0.0127543 -0.877246 23.376 24.5272 159.427 1423.86 1631.19 4.5e-08 0.4
0.891 -0.891 -0.000546188 20 911.513 -0.0127682 -0.878232 23.3769 24.5272 159.427 1423.97 1631.31 4.5e-08 0.4
0.892 -0.892 -0.000546762 20 912.817 -0.0127821 -0.879218 23.3778 24.5272 159.427 1424.09 1631.42 4.5e-08 0.4
0.893 -0.893 -0.000547336 20 914.122 -0.012796 -0.880204 23.3787 24.5272 159.427 1424.21 1631.54 4.5e-08 0.4
0.894 -0.894 -0.00054791 20 915.428 -0.0128099 -0.88119 23.3796 24.5272 159.427 1424.32 1631.65 4.5e-08 0.4
0.895 -0.895 -0.000548484 20 916.735 -0.0128239 -0.882176 23.3806 24.5272 159.427 1424.44 1631.77 4.5e-08 0.4
0.896 -0.896 -0.000549058 20 918.043 -0.0128378 -0.883162 23.3815 24.5272 159.427 1424.55 1631.89 4.5e-08 0.4
0.897 -0.897 -0.000549631 20 919.352 -0.0128518 -0.884148 23.3825 24.5272 159.427 1424.67 1632 4.5e-08 0.4
0.898 -0.898 -0.000550205 20 920.663 -0.0128657 -0.885134 23.3835 24.5272 159.427 1424.78 1632.12 4.5e-08 0.4
0.899 -0.899 -0.000550778 20 921.975 -0.0128797 -0.88612 23.3846 24.5272 159.427 1424.9 1632.24 4.5e-08 0.4
0.9 -0.9 -0.000551351 20 923.288 -0.0128937 -0.887106 23.3856 24.5272 159.427 1425.01 1632.35 4.5e-08 0.4
0.901 -0.901 -0.000551924 20 924.602 -0.0129077 -0.888092 23.3867 24.5272 159.427 1425.13 1632.47 4.5e-08 0.4
0.902 -0.902 -0.000552497 20 925.917 -0.0129217 -0.889078 23.3878 24.5272 159.427 1425.25 1632.59 4.5e-08 0.4
0.903 -0.903 -0.00055307 20 927.234 -0.0129357 -0.890064 23.3889 24.5272 159.427 1425.36 1632.71 4.5e-08 0.4
0.904 -0.904 -0.000553642 20 928.551 -0.0129497 -0.89105 23.39 24.5272 159.427 1425.48 1632.82 4.5e-08 0.4
0.905 -0.905 -0.000554215 20 929.87 -0.0129637 -0.892036 23.3912 24.5272 159.427 1425.6 1632.94 4.5e-08 0.4
0.906 -0.906 -0.000554787 20 931.19 -0.0129778 -0.893022 23.3924 24.5272 159.427 1425.71 1633.06 4.5e-08 0.4
0.907 -0.907 -0.00055536 20 932.511 -0.0129918 -0.894008 23.3935 24.5272 159.427 1425.83 1633.18 4.5e-08 0.4
0.908 -0.908 -0.000555932 20 933.833 -0.0130059 -0.894994 23.3948 24.5272 159.427 1425.94 1633.29 4.5e-08 0.4
0.909 -0.909 -0.000556504 20 935.156 -0.01302 -0.89598 23.396 24.5272 159.427 1426.06 1633.41 4.5e-08 0.4
0.91 -0.91 -0.000557076 20 936.481 -0.013034 -0.896966 23.3973 24.5272 159.427 1426.18 1633.53 4.5e-08 0.4
0.911 -0.911 -0.000557648 20 937.806 -0.0130481 -0.897952 23.3985 24.5272 159.427 1426.3 1633.65 4.5e-08 0.4
0.912 -0.912 -0.000558219 20 939.133 -0.0130622 -0.898938 23.3998 24.5272 159.427 1426.41 1633.77 4.5e-08 0.4
0.913 -0.913 -0.000558791 20 940.461 -0.0130764 -0.899924 23.4012 24.5272 159.427 1426.53 1633.89 4.5e-08 0.4
0.914 -0.914 -0.000559362 20 941.79 -0.0130905 -0.90091 23.4025 24.5272 159.427 1426.65 1634 4.5e-08 0.4
0.915 -0.915 -0.000559934 20 943.121 -0.0131046 -0.901895 23.4039 24.5272 159.427 1426.76 1634.12 4.5e-08 0.4
0.916 -0.916 -0.000560505 20 944.452 -0.0131187 -0.902881 23.4052 24.5272 159.427 1426.88 1634.24 4.5e-08 0.4
0.917 -0.917 -0.000561076 20 945.785 -0.0131329 -0.903867 23.4066 24.5272 159.427 1427 1634.36 4.5e-08 0.4
0.918 -0.918 -0.000561647 20 947.118 -0.0131471 -0.904853 23.4081 24.5272 159.427 1427.12 1634.48 4.5e-08 0.4
0.919 -0.919 -0.000562218 20 948.453 -0.0131612 -0.905839 23.4095 24.5272 159.427 1427.23 1634.6 4.5e-08 0.4
0.92 -0.92 -0.000562788 20 949.789 -0.0131754 -0.906825 23.411 24.5272 159.427 1427.35 1634.72 4.5e-08 0.4
0.921 -0.921 -0.000563359 20 951.126 -0.0131896 -0.90781 23.4124 24.5272 159.427 1427.47 1634.84 4.5e-08 0.4
0.922 -0.922 -0.000563929 20 952.465 -0.0132038 -0.908796 23.4139 24.5272 159.427 1427.59 1634.96 4.5e-08 0.4
0.923 -0.923 -0.0005645 20 953.804 -0.013218 -0.909782 23.4155 24.5272 159.427 1427.71 1635.08 4.5e-08 0.4
0.924 -0.924 -0.00056507 20 955.145 -0.0132323 -0.910768 23.417 24.5272 159.427 1427.82 1635.2 4.5e-08 0.4
0.925 -0.925 -0.00056564 20 956.487 -0.0132465 -0.911754 23.4186 24.5272 159.427 1427.94 1635.32 4.5e-08 0.4
0.926 -0.926 -0.00056621 20 957.829 -0.0132607 -0.912739 23.4202 24.5272 159.427 1428.06 1635.44 4.5e-08 0.4
0.927 -0.927 -0.00056678 20 959.173 -0.013275 -0.913725 23.4218 24.5272 159.427 1428.18 1635.56 4.5e-08 0.4
0.928 -0.928 -0.00056735 20 960.519 -0.0132893 -0.914711 23.4234 24.5272 159.427 1428.3 1635.68 4.5e-08 0.4
0.929 -0.929 -0.000567919 20 961.865 -0.0133035 -0.915696 23.425 24.5272 159.427 1428.42 1635.8 4.5e-08 0.4
0.93 -0.93 -0.000568489 20 963.212 -0.0133178 -0.916682 23.4267 24.5272 159.427 1428.54 1635.92 4.5e-08 0.4
0.931 -0.931 -0.000569058 20 964.561 -0.0133321 -0.917668 23.4284 24.5272 159.427 1428.65 1636.04 4.5e-08 0.4
0.932 -0.932 -0.000569627 20 965.911 -0.0133464 -0.918654 23.4301 24.5272 159.427 1428.77 1636.16 4.5e-08 0.4
0.933 -0.933 -0.000570196 20 967.262 -0.0133607 -0.919639 23.4318 24.5272 159.427 1428.89 1636.28 4.5e-08 0.4
0.934 -0.934 -0.000570765 20 968.614 -0.0133751 -0.920625 23.4336 24.5272 159.427 1429.01 1636.4 4.5e-08 0.4
0.935 -0.935 -0.000571334 20 969.967 -0.0133894 -0.921611 23.4353 24.5272 159.427 1429.13 1636.52 4.5e-08 0.4
0.936 -0.936 -0.000571903 20 971.321 -0.0134038 -0.922596 23.4371 24.5272 159.427 1429.25 1636.64 4.5e-08 0.4
0.937 -0.937 -0.000572472 20 972.677 -0.0134181 -0.923582 23.4389 24.5272 159.427 1429.37 1636.76 4.5e-08 0.4
0.938 -0.938 -0.00057304 20 974.033 -0.0134325 -0.924568 23.4408 24.5272 159.427 1429.49 1636.88 4.5e-08 0.4
0.939 -0.939 -0.000573609 20 975.391 -0.0134469 -0.925553 23.4426 24.5272 159.427 1429.61 1637 4.5e-08 0.4
0.94 -0.94 -0.000574177 20 976.75 -0.0134613 -0.926539 23.4445 24.5272 159.427 1429.73 1637.13 4.5e-08 0.4
0.941 -0.941 -0.000574745 20 978.11 -0.0134757 -0.927524 23.4464 24.5272 159.427 1429.85 1637.25 4.5e-08 0.4
0.942 -0.942 -0.000575313 20 979.471 -0.0134901 -0.92851 23.4483 24.5272 159.427 1429.97 1637.37 4.5e-08 0.4
0.943 -0.943 -0.000575881 20 980.833 -0.0135045 -0.929495 23.4502 24.5272 159.427 1430.09 1637.49 4.5e-08 0.4
0.944 -0.944 -0.000576449 20 982.197 -0.013519 -0.930481 23.4522 24.5272 159.427 1430.21 1637.61 4.5e-08 0.4
0.945 -0.945 -0.000577016 20 983.561 -0.0135334 -0.931467 23.4541 24.5272 159.427 1430.33 1637.74 4.5e-08 0.4
0.946 -0.946 -0.000577584 20 984.927 -0.0135479 -0.932452 23.4561 24.5272 159.427 1430.45 1637.86 4.5e-08 0.4
0.947 -0.947 -0.000578151 20 986.293 -0.0135623 -0.933438 23.4581 24.5272 159.427 1430.57 1637.98 4.5e-08 0.4
0.948 -0.948 -0.000578718 20 987.661 -0.0135768 -0.934423 23.4601 24.5272 159.427 1430.69 1638.1 4.5e-08 0.4
0.949 -0.949 -0.000579285 20 989.03 -0.0135913 -0.935409 23.4622 24.5272 159.427 1430.81 1638.23 4.5e-08 0.4
0.95 -0.95 -0.000579852 20 990.401 -0.0136058 -0.936394 23.4643 24.5272 159.427 1430.93 1638.35 4.5e-08 0.4
0.951 -0.951 -0.000580419 20 991.772 -0.0136203 -0.93738 23.4664 24.5272 159.427 1431.05 1638.47 4.5e-08 0.4
0.952 -0.952 -0.000580986 20 993.144 -0.0136349 -0.938365 23.4685 24.5272 159.427 1431.17 1638.59 4.5e-08 0.4
0.953 -0.953 -0.000581553 20 994.518 -0.0136494 -0.939351 23.4706 24.5272 159.427 1431.29 1638.72 4.5e-08 0.4
0.954 -0.954 -0.000582119 20 995.893 -0.0136639 -0.940336 23.4727 24.5272 159.427 1431.41 1638.84 4.5e-08 0.4
0.955 -0.955 -0.000582686 20 997.268 -0.0136785 -0.941322 23.4749 24.5272 159.427 1431.53 1638.96 4.5e-08 0.4
0.956 -0.956 -0.000583252 20 998.645 -0.0136931 -0.942307 23.4771 24.5272 159.427 1431.65 1639.09 4.5e-08 0.4
0.957 -0.957 -0.000583818 20 1000.02 -0.0137076 -0.943292 23.4793 24.5272 159.427 1431.78 1639.21 4.5e-08 0.4
0.958 -0.958 -0.000584384 20 1001.4 -0.0137222 -0.944278 23.4815 24.5272 159.427 1431.9 1639.33 4.5e-08 0.4
0.959 -0.959 -0.00058495 20 1002.78 -0.0137368 -0.945263 23.4838 24.5272 159.427 1432.02 1639.46 4.5e-08 0.4
0.96 -0.96 -0.000585516 20 1004.16 -0.0137515 -0.946249 23.4861 24.5272 159.427 1432.14 1639.58 4.5e-08 0.4
0.961 -0.961 -0.000586081 20 1005.55 -0.0137661 -0.947234 23.4883 24.5272 159.427 1432.26 1639.7 4.5e-08 0.4
0.962 -0.962 -0.000586647 20 1006.93 -0.0137807 -0.948219 23.4906 24.5272 159.427 1432.38 1639.83 4.5e-08 0.4
0.963 -0.963 -0.000587212 20 1008.32 -0.0137954 -0.949205 23.493 24.5272 159.427 1432.51 1639.95 4.5e-08 0.4
0.964 -0.964 -0.000587777 20 1009.7 -0.01381 -0.95019 23.4953 24.5272 159.427 1432.63 1640.08 4.5e-08 0.4
0.965 -0.965 -0.000588343 20 1011.09 -0.0138247 -0.951175 23.4977 24.5272 159.427 1432.75 1640.2 4.5e-08 0.4
0.966 -0.966 -0.000588908 20 1012.48 -0.0138394 -0.952161 23.5001 24.5272 159.427 1432.87 1640.33 4.5e-08 0.4
0.967 -0.967 -0.000589472 20 1013.87 -0.0138541 -0.953146 23.5025 24.5272 159.427 1432.99 1640.45 4.5e-08 0.4
0.968 -0.968 -0.000590037 20 1015.26 -0.0138688 -0.954131 23.5049 24.5272 159.427 1433.12 1640.57 4.5e-08 0.4
0.969 -0.969 -0.000590602 20 1016.65 -0.0138835 -0.955117 23.5074 24.5272 159.427 1433.24 1640.7 4.5e-08 0.4
0.97 -0.97 -0.000591166 20 1018.04 -0.0138982 -0.956102 23.5098 24.5272 159.427 1433.36 1640.82 4.5e-08 0.4
0.971 -0.971 -0.000591731 20 1019.43 -0.013913 -0.957087 23.5123 24.5272 159.427 1433.48 1640.95 4.5e-08 0.4
0.972 -0.972 -0.000592295 20 1020.83 -0.0139277 -0.958072 23.5148 24.5272 159.427 1433.61 1641.07 4.5e-08 0.4
0.973 -0.973 -0.000592859 20 1022.22 -0.0139425 -0.959058 23.5173 24.5272 159.427 1433.73 1641.2 4.5e-08 0.4
0.974 -0.974 -0.000593423 20 1023.62 -0.0139572 -0.960043 23.5199 24.5272 159.427 1433.85 1641.32 4.5e-08 0.4
0.975 -0.975 -0.000593987 20 1025.02 -0.013972 -0.961028 23.5225 24.5272 159.427 1433.97 1641.45 4.5e-08 0.4
0.976 -0.976 -0.000594551 20 1026.42 -0.0139868 -0.962013 23.525 24.5272 159.427 1434.1 1641.58 4.5e-08 0.4
0.977 -0.977 -0.000595114 20 1027.82 -0.0140016 -0.962998 23.5276 24.5272 159.427 1434.22 1641.7 4.5e-08 0.4
0.978 -0.978 -0.000595678 20 1029.22 -0.0140165 -0.963984 23.5303 24.5272 159.427 1434.34 1641.83 4.5e-08 0.4
0.979 -0.979 -0.000596241 20 1030.62 -0.0140313 -0.964969 23.5329 24.5272 159.427 1434.47 1641.95 4.5e-08 0.4
0.98 -0.98 -0.000596805 20 1032.03 -0.0140461 -0.965954 23.5356 24.5272 159.427 1434.59 1642.08 4.5e-08 0.4
0.981 -0.981 -0.000597368 20 1033.43 -0.014061 -0.966939 23.5383 24.5272 159.427 1434.71 1642.2 4.5e-08 0.4
0.982 -0.982 -0.000597931 20 1034.84 -0.0140759 -0.967924 23.541 24.5272 159.427 1434.84 1642.33 4.5e-08 0.4
0.983 -0.983 -0.000598494 20 1036.25 -0.0140907 -0.968909 23.5437 24.5272 159.427 1434.96 1642.46 4.5e-08 0.4
0.984 -0.984 -0.000599056 20 1037.65 -0.0141056 -0.969894 23.5464 24.5272 159.427 1435.08 1642.58 4.5e-08 0.4
0.985 -0.985 -0.000599619 20 1039.06 -0.0141205 -0.970879 23.5492 24.5272 159.427 1435.21 1642.71 4.5e-08 0.4
0.986 -0.986 -0.000600181 20 1040.47 -0.0141355 -0.971865 23.552 24.5272 159.427 1435.33 1642.84 4.5e-08 0.4
0.987 -0.987 -0.000600744 20 1041.89 -0.0141504 -0.97285 23.5548 24.5272 159.427 1435.45 1642.96 4.5e-08 0.4
0.988 -0.988 -0.000601306 20 1043.3 -0.0141653 -0.973835 23.5576 24.5272 159.427 1435.58 1643.09 4.5e-08 0.4
0.989 -0.989 -0.000601868 20 1044.71 -0.0141803 -0.97482 23.5604 24.5272 159.427 1435.7 1643.22 4.5e-08 0.4
0.99 -0.99 -0.00060243 20 1046.13 -0.0141952 -0.975805 23.5633 24.5272 159.427 1435.83 1643.34 4.5e-08 0.4
0.991 -0.991 -0.000602992 20 1047.54 -0.0142102 -0.97679 23.5662 24.5272 159.427 1435.95 1643.47 4.5e-08 0.4
0.992 -0.992 -0.000603554 20 1048.96 -0.0142252 -0.977775 23.5691 24.5272 159.427 1436.08 1643.6 4.5e-08 0.4
0.993 -0.993 -0.000604115 20 1050.38 -0.0142402 -0.97876 23.572 24.5272 159.427 1436.2 1643.73 4.5e-08 0.4
0.994 -0.994 -0.000604677 20 1051.8 -0.0142552 -0.979745 23.5749 24.5272 159.427 1436.32 1643.85 4.5e-08 0.4
0.995 -0.995 -0.000605238 20 1053.22 -0.0142702 -0.98073 23.5779 24.5272 159.427 1436.45 1643.98 4.5e-08 0.4
0.996 -0.996 -0.000605799 20 1054.64 -0.0142853 -0.981715 23.5809 24.5272 159.427 1436.57 1644.11 4.5e-08 0.4
0.997 -0.997 -0.000606361 20 1056.06 -0.0143003 -0.9827 23.5839 24.5272 159.427 1436.7 1644.24 4.5e-08 0.4
0.998 -0.998 -0.000606921 20 1057.49 -0.0143154 -0.983685 23.5869 24.5272 159.427 1436.82 1644.36 4.5e-08 0.4
0.999 -0.999 -0.000607482 20 1058.91 -0.0143304 -0.98467 23.5899 24.5272 159.427 1436.95 1644.49 4.5e-08 0.4
1 -1 -0.000608043 20 1060.34 -0.0143455 -0.985654 23.593 24.5272 159.427 1437.07 1644.62 4.5e-08 0.4
1.001 -1.001 -0.000608604 20 1061.76 -0.0143606 -0.986639 23.596 24.5272 159.427 1437.2 1644.75 4.5e-08 0.4
1.002 -1.002 -0.000609164 20 1063.19 -0.0143757 -0.987624 23.5991 24.5272 159.427 1437.32 1644.88 4.5e-08 0.4
1.003 -1.003 -0.000609724 20 1064.62 -0.0143909 -0.988609 23.6022 24.5272 159.427 1437.45 1645.01 4.5e-08 0.4
1.004 -1.004 -0.000610285 20 1066.05 -0.014406 -0.989594 23.6054 24.5272 159.427 1437.57 1645.13 4.5e-08 0.4
1.005 -1.005 -0.000610845 20 1067.48 -0.0144211 -0.990579 23.6085 24.5272 159.427 1437.7 1645.26 4.5e-08 0.4
1.006 -1.006 -0.000611405 20 1068.91 -0.0144363 -0.991564 23.6117 24.5272 159.427 1437.83 1645.39 4.5e-08 0.4
1.007 -1.007 -0.000611965 20 1070.35 -0.0144515 -0.992549 23.6149 24.5272 159.427 1437.95 1645.52 4.5e-08 0.4
1.008 -1.008 -0.000612524 20 1071.78 -0.0144667 -0.993533 23.6181 24.5272 159.427 1438.08 1645.65 4.5e-08 0.4
1.009 -1.009 -0.000613084 20 1073.22 -0.0144819 -0.994518 23.6213 24.5272 159.427 1438.2 1645.78 4.5e-08 0.4
1.01 -1.01 -0.000613643 20 1074.65 -0.0144971 -0.995503 23.6246 24.5272 159.427 1438.33 1645.91 4.5e-08 0.4
1.011 -1.011 -0.000614203 20 1076.09 -0.0145123 -0.996488 23.6278 24.5272 159.427 1438.45 1646.04 4.5e-08 0.4
1.012 -1.012 -0.000614762 20 1077.53 -0.0145275 -0.997472 23.6311 24.5272 159.427 1438.58 1646.17 4.5e-08 0.4
1.013 -1.013 -0.000615321 20 1078.97 -0.0145428 -0.998457 23.6344 24.5272 159.427 1438.71 1646.3 4.5e-08 0.4
1.014 -1.014 -0.00061588 20 1080.41 -0.014558 -0.999442 23.6378 24.5272 159.427 1438.83 1646.42 4.5e-08 0.4
1.015 -1.015 -0.000616439 20 1081.86 -0.0145733 -1.00043 23.6411 24.5272 159.427 1438.96 1646.55 4.5e-08 0.4
1.016 -1.016 -0.000616997 20 1083.3 -0.0145886 -1.00141 23.6445 24.5272 159.427 1439.09 1646.68 4.5e-08 0.4
1.017 -1.017 -0.000617556 20 1084.74 -0.0146039 -1.0024 23.6478 24.5272 159.427 1439.21 1646.81 4.5e-08 0.4
1.018 -1.018 -0.000618114 20 1086.19 -0.0146192 -1.00338 23.6513 24.5272 159.427 1439.34 1646.94 4.5e-08 0.4
1.019 -1.019 -0.000618673 20 1087.64 -0.0146345 -1.00437 23.6547 24.5272 159.427 1439.47 1647.07 4.5e-08 0.4
1.02 -1.02 -0.000619231 20 1089.08 -0.0146498 -1.00535 23.6581 24.5272 159.427 1439.59 1647.2 4.5e-08 0.4
1.021 -1.021 -0.000619789 20 1090.53 -0.0146652 -1.00633 23.6616 24.5272 159.427 1439.72 1647.33 4.5e-08 0.4
1.022 -1.022 -0.000620347 20 1091.98 -0.0146805 -1.00732 23.6651 24.5272 159.427 1439.85 1647.47 4.5e-08 0.4
1.023 -1.023 -0.000620905 20 1093.43 -0.0146959 -1.0083 23.6686 24.5272 159.427 1439.97 1647.6 4.5e-08 0.4
1.024 -1.024 -0.000621462 20 1094.88 -0.0147113 -1.00929 23.6721 24.5272 159.427 1440.1 1647.73 4.5e-08 0.4
1.025 -1.025 -0.00062202 20 1096.34 -0.0147267 -1.01027 23.6756 24.5272 159.427 1440.23 1647.86 4.5e-08 0.4
1.026 -1.026 -0.000622577 20 1097.79 -0.0147421 -1.01126 23.6792 24.5272 159.427 1440.35 1647.99 4.5e-08 0.4
1.027 -1.027 -0.000623135 20 1099.25 -0.0147575 -1.01224 23.6827 24.5272 159.427 1440.48 1648.12 4.5e-08 0.4
1.028 -1.028 -0.000623692 20 1100.7 -0.014773 -1.01323 23.6863 24.5272 159.427 1440.61 1648.25 4.5e-08 0.4
1.029 -1.029 -0.000624249 20 1102.16 -0.0147884 -1.01421 23.69 24.5272 159.427 1440.74 1648.38 4.5e-08 0.4
1.03 -1.03 -0.000624806 20 1103.62 -0.0148039 -1.0152 23.6936 24.5272 159.427 1440.86 1648.51 4.5e-08 0.4
1.031 -1.031 -0.000625363 20 1105.08 -0.0148194 -1.01618 23.6972 24.5272 159.427 1440.99 1648.64 4.5e-08 0.4
1.032 -1.032 -0.000625919 20 1106.54 -0.0148349 -1.01717 23.7009 24.5272 159.427 1441.12 1648.78 4.5e-08 0.4
1.033 -1.033 -0.000626476 20 1108 -0.0148504 -1.01815 23.7046 24.5272 159.427 1441.25 1648.91 4.5e-08 0.4
1.034 -1.034 -0.000627032 20 1109.47 -0.0148659 -1.01913 23.7083 24.5272 159.427 1441.38 1649.04 4.5e-08 0.4
1.035 -1.035 -0.000627588 20 1110.93 -0.0148814 -1.02012 23.712 24.5272 159.427 1441.5 1649.17 4.5e-08 0.4
1.036 -1.036 -0.000628144 20 1112.39 -0.0148969 -1.0211 23.7158 24.5272 159.427 1441.63 1649.3 4.5e-08 0.4
1.037 -1.037 -0.0006287 20 1113.86 -0.0149125 -1.02209 23.7196 24.5272 159.427 1441.76 1649.43 4.5e-08 0.4
1.038 -1.038 -0.000629256 20 1115.33 -0.0149281 -1.02307 23.7234 24.5272 159.427 1441.89 1649.57 4.5e-08 0.4
1.039 -1.039 -0.000629812 20 1116.8 -0.0149437 -1.02406 23.7272 24.5272 159.427 1442.02 1649.7 4.5e-08 0.4
1.04 -1.04 -0.000630368 20 1118.27 -0.0149592 -1.02504 23.731 24.5272 159.427 1442.15 1649.83 4.5e-08 0.4
1.041 -1.041 -0.000630923 20 1119.74 -0.0149749 -1.02603 23.7348 24.5272 159.427 1442.27 1649.96 4.5e-08 0.4
1.042 -1.042 -0.000631479 20 1121.21 -0.0149905 -1.02701 23.7387 24.5272 159.427 1442.4 1650.1 4.5e-08 0.4
1.043 -1.043 -0.000632034 20 1122.68 -0.0150061 -1.02799 23.7426 24.5272 159.427 1442.53 1650.23 4.5e-08 0.4
1.044 -1.044 -0.000632589 20 1124.15 -0.0150218 -1.02898 23.7465 24.5272 159.427 1442.66 1650.36 4.5e-08 0.4
1.045 -1.045 -0.000633144 20 1125.63 -0.0150374 -1.02996 23.7504 24.5272 159.427 1442.79 1650.49 4.5e-08 0.4
1.046 -1.046 -0.000633699 20 1127.1 -0.0150531 -1.03095 23.7543 24.5272 159.427 1442.92 1650.63 4.5e-08 0.4
1.047 -1.047 -0.000634254 20 1128.58 -0.0150688 -1.03193 23.7583 24.5272 159.427 1443.05 1650.76 4.5e-08 0.4
1.048 -1.048 -0.000634808 20 1130.06 -0.0150845 -1.03292 23.7623 24.5272 159.427 1443.18 1650.89 4.5e-08 0.4
1.049 -1.049 -0.000635363 20 1131.54 -0.0151002 -1.0339 23.7663 24.5272 159.427 1443.31 1651.03 4.5e-08 0.4
1.05 -1.05 -0.000635917 20 1133.02 -0.0151159 -1.03488 23.7703 24.5272 159.427 1443.43 1651.16 4.5e-08 0.4
1.051 -1.051 -0.000636471 20 1134.5 -0.0151317 -1.03587 23.7743 24.5272 159.427 1443.56 1651.29 4.5e-08 0.4
